,id,title,release_date,overview,popularity,vote_average,vote_count
9796,86835,Knight of Cups,2015-09-10,"Rick is a screenwriter living in Los Angeles. While successful in his career, his life feels empty. Haunted and confused, he finds temporary solace in the decadent Hollywood excess that defines his existence. Women provide a distraction to his daily pain, and every encounter brings him closer to finding his place in the world.",2.982,5.7,728
9797,514277,Mara,2018-08-22,"Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie. As Kate digs into the mystery of an ancient demon which kills people in their sleep, she experiences the same petrifying symptoms as all previous victims and spirals through a chilling nightmare to save herself and Sophie before she dares fall asleep again.",1.3566,5.7,423
9798,487004,The Full House,2018-03-21,"Antoine, a bachelor party-goer, gets new roommates: Jeanne and her two children.",0.9855,5.699,317
9799,205584,Gods of Egypt,2016-02-25,A common thief joins a mythical god on a quest through Egypt.,7.5844,5.699,4392
9800,487004,The Full House,2018-03-21,"Antoine, a bachelor party-goer, gets new roommates: Jeanne and her two children.",0.9855,5.699,317
9801,205584,Gods of Egypt,2016-02-25,A common thief joins a mythical god on a quest through Egypt.,7.5844,5.699,4392
9802,19698,Porky's II: The Next Day,1983-06-24,"When the students of Angel Beach High decide to stage ""An Evening With Shakespeare,"" their efforts are threatened by Miss Balbricker, who views the works of Shakespeare as obscene. She enlists the help of Reverend Bubba Flavel, a religious fanatic who brings along his flock of followers to pressure the school into shutting down the production.",1.807,5.699,361
9803,11398,The Art of War,2000-08-25,"Neil Shaw is both agent and weapon - a critical line of defense for the Secretary General of the United Nations. He does not even officially exist. As an international security expert, he must uncover an international plot in which ruthless terrorists threatened to bring down the United Nations on the eve of an historic summit with China. A mysterious chain of events leads to the murder of the Chinese U.N. Ambassador, and the terrorists frame Neil Shaw, the one man they believe can stop them. Accused of the crime, Shaw goes underground — in effect, vanishing from his own life — as he tries to stop what could become World War III.",2.4053,5.699,565
9804,40377,Psycho IV: The Beginning,1990-11-10,"When he hears talk radio host Fran Ambrose discussing the topic of matricide, Norman calls in under a false name to tell his story.",2.7596,5.698,311
9805,23410,The Thaw,2009-08-30,"At a remote Arctic research station, four ecology students discover the real horror of global warming is not the melting ice, but what's frozen within it. A prehistoric parasite is released from the carcass of a Woolly Mammoth upon the unsuspecting students who are forced to quarantine and make necessary sacrifices, or risk infecting the rest of the world.",2.135,5.698,354
9806,520725,The Lost Prince,2020-02-12,"Djibi lives alone with Sofia, his 8-year-old daughter. Every night, he invents a story to put him to sleep. When Sofia falls asleep, these extraordinary stories come to life somewhere in an imaginary world inhabited by knights, pirates and other dragons. In this world that belongs only to them, Sofia is always the princess to save, and the brave Prince is none other than Djibi himself.  But 3 years later, the entry of Sofia to the college will mark the end of her childhood. To the despair of her father, she no longer needs her stories at night. On the one hand, Djibi will have to accept that his daughter will grow up and move away from him. On the other hand, in the World of Stories, the Prince will have to face the most epic of all his adventures. Find your destiny in a world where it no longer has a place.",1.6479,5.697,370
9807,11067,Major League II,1994-03-30,"After losing in the ALCS the year before, the Cleveland Indians are determined to make it into the World Series this time! However, they first have to contend with Rachel Phelps again when she buys back the team.",2.142,5.696,372
9808,253161,Madame Bovary,2015-06-04,"In 19th-century France, doctor's wife Emma Bovary seeks to escape her dull provincial life through various extramarital affairs and extravagant spending, leading to tragic consequences.",2.0897,5.695,420
9809,49849,Cowboys & Aliens,2011-07-29,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",7.5885,5.694,5510
9810,18501,Gamer,2009-09-03,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",4.5519,5.694,2662
9811,16643,Life or Something Like It,2002-04-24,"A reporter Lanie Kerrigan interviews a psychic homeless man for a fluff piece about a football game's score. Instead he tells her that her life has no meaning and is going to end in just a few days, which sparks her to action, trying to change the pattern of her life...",2.5684,5.694,633
9812,397422,Rough Night,2017-06-15,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",4.4448,5.692,2114
9813,714375,Fatal Affair,2020-07-16,"After a brief encounter with David Hammond, an old college friend, successful lawyer Ellie Warren tries to mend her marriage with her husband Marcus. But she finds herself caught in a terrifying game of cat and mouse when the encounter escalates into an obsession that jeopardizes everyone she loves.",1.4178,5.69,313
9814,622420,The Jack in the Box,2019-11-09,"When a vintage Jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of its own.",1.5883,5.69,481
9815,10154,Mickey Blue Eyes,1999-08-16,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",1.7536,5.69,603
9816,334074,Survivor,2015-05-21,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",4.1031,5.689,1094
9817,10169,Men at Work,1990-08-24,"Two garbage men find the body of a city councilman in a trash can on their route. With help from a supervisor, the duo must solve the case and find the man's killer while hiding the body from the cops.",1.8466,5.689,429
9818,2959,License to Wed,2007-07-04,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",2.3816,5.689,930
9819,54445,S.W.A.T.: Firefight,2011-03-01,"Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.",3.2648,5.688,412
